,제목,가수,가사,좋아요
28,오늘만 I LOVE YOU,BOYNEXTDOOR,"그날 이후로 난 이렇게 살고
더는 기타 한 번도 들지 못 하고
그날 이후로 난 이렇게 살아
웃기지 그런데

세탁기는 가득히 밀려버린 빨래를 토해내고
머리는 붕 떠 부스스해
나 빼고 분주한 창밖은 벚꽃마저 바쁘고

한심하기로
퍽 짝이 없어도
당장에 내가 내일
환생할 리 만무해도
추억 팔아서
곡이나 쓰는 건
딱 죽기보다 싫은데

그날 이후로 난 이렇게 살고
더는 기타 한 번도 들지 못 하고 
그날 이후로 난 이렇게 살아
웃기지 그런데
오늘만 I love you 愛してる 사랑해라 말하고
말하고 후회하면 좀 괜찮을까
Love you

Dum dum dum yeah
Dum dum dum yeah

Wanna tell ya
영감을 받은 척하고
뻔한 가사를 써봐도
돌고 돌아 종착지는 결국 you
So sick of being sober
너에 대한 노래 아닌 척
살아가겠지 오늘 내일 또 모레 지겹지만

추억 팔아서
곡이나 쓰는 건
딱 죽기보다 싫은데

그날 이후로 난 이렇게 살고
더는 기타 한 번도 들지 못 하고
그날 이후로 난 이렇게 살아
웃기지 그런데
오늘만 I love you 愛してる 사랑해라 말하고
말하고 후회하면 좀 괜찮을까
Love you

솔직히 말해 음악 같은 건
감정 소모밖엔 안 되니까
가사 쓰고 기타 치는 건 의미도 없고
억지스러운 감동 코드로 변질될 것 같아서 이만 할래
다 별거 없는 거잖아

(I love you)
Dum dum dum yeah
(愛してる 사랑해)
Dum dum dum yeah
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",324
29,I AM,IVE (아이브),"다른 문을 열어 따라 갈 필요는 없어
넌 너의 길로 난 나의 길로 음
하루하루마다 색이 달라진 느낌
밝게 빛이 나는 길을 찾아
I'm on my way 넌 그냥 믿으면 돼
I'm on my way 보이는 그대로야
너는 누군가의 Dreams come true
제일 좋은 어느 날의 데자뷰
머물고픈 어딘가의 낯선 뷰
I'll be far away
That's my
Life is 아름다운 갤럭시
Be a writer 장르로는 판타지
내일 내게 열리는 건 Big big 스테이지
So that is who I am
Look at me
Now
어제랑 또 다른 짜릿한 나
두려운 모든 게 설레이게
I'm in sky high OMG
사소한 건 다 아득해져 와
Look at me now
I'm on fire
I'm on my way 넌 그냥 믿으면 돼
I'm on my way 보이는 그대로야
너는 누군가의 Dreams come true
제일 좋은 어느 날의 데자뷰
머물고픈 어딘가의 낯선 뷰
I'll be far away
That's my
Life is 아름다운 갤럭시
Be a writer 장르로는 판타지
내일 내게 열리는 건 Big big 스테이지
So that is who I am
어느 깊은 밤 길을 잃어도
차라리 날아올라 그럼 네가
지나가는 대로 길이거든
1 2 3
Fly up
I hope you'd be someone's
Dreams come true
제일 좋은 어느 날의 데자뷰
머물고픈 어딘가의 낯선 뷰
I'll be far away
That's my
Life is 아름다운 갤럭시
Be a writer 장르로는 판타지
내일 내게 열리는 건 Big big 스테이지
So that is who I am
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","6,478"
30,Magnetic,아일릿(ILLIT),"Baby
I'm just trying to play it cool
But I just can't hide that
I want you

Wait a minute 이게 뭐지?
내 심장이 lub-dub
자꾸만 뛰어

저 멀리서도 oh my gosh!
끌어당겨 you're my crush!
초능력처럼

거대한 자석이 된 것만 같아 my heart
네 모든 게 내 맘에 달라붙어버려 boy

We're magnetized 인정할게
This time I want

You You You You like it's magnetic
U U U U U U U U super 이끌림
You You You You like it's magnetic
U U U U U U U U super 이끌림

BAE BAE BAE BAE BAE BAE BAE BAE BAE 
Dash-da-da Dash-da-da Dash-da 
Like it's magnetic
BAE BAE BAE BAE BAE BAE BAE BAE BAE 
Dash-da-da Dash-da-da
Baby don't say no

정반대 같아 our type 
넌 J 난 완전 P 
S와 N 극이지만 
그래서 끌리지 

내가 만들래 green light
여잔 배짱이지 
So let's go let's go
Let's go let's go 

숨기고 싶지 않아 자석 같은 my heart 
내 맘의 끌림대로 너를 향해 갈게 boy 

We're magnetized 인정할게
This time I want

You You You You like it's magnetic
U U U U U U U U super 이끌림
You You You You like it's magnetic
U U U U U U U U super 이끌림

No push and pull 
전속력으로 너에게 갈게
(In a rush in a rush) 
Our chemistry 
난 과몰입해 지금 순간에
(Baby you're my crush you're my crush)

No push and pull 
네게 집중 후회는 안 할래 
(Gonna dash gonna dash)
Never holding back
직진해 yeah 
This time I want

You You You You like it's magnetic 
U U U U U U U U super 이끌림
You You You You like it's magnetic
U U U U U U U U super 이끌림

BAE BAE BAE BAE BAE BAE BAE BAE BAE 
Dash-da-da Dash-da-da Dash-da 
Like it's magnetic
BAE BAE BAE BAE BAE BAE BAE BAE BAE 
Dash-da-da Dash-da-da
Baby don't say no
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,175"
31,Hype Boy,NewJeans,"(1,2,3,4)
Baby, got me looking so crazy
빠져버리는 daydream
Got me feeling you
너도 말해줄래
누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be the one
날 믿어봐 한번
I'm not looking for just fun
Maybe I could be the one
Oh baby
예민하대 나 lately
너 없이는 매일 매일이 yeah
재미없어 어쩌지
I just want you
Call my phone right now
I just wanna hear you're mine
‘Cause I know what you like boy
You're my chemical hype boy
내 지난날들은
눈 뜨면 잊는 꿈
Hype boy 너만 원해
Hype boy 내가 전해
And we can go high
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy
눈을 감아
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy
잠에 들려고 잠에 들려 해도
네 생각에 또 새벽 세 시 uh-oh
알려줄 거야 they can't have you no more
봐봐 여기 내 이름 써있다고
누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be the one
날 믿어봐 한번
I'm not looking for just fun
Maybe I could be the one
Oh baby
예민하대 나 lately
너 없이는 매일 매일이 yeah
재미없어 어쩌지
I just want you
Call my phone right now
I just wanna hear you're mine
‘Cause I know what you like boy
You're my chemical hype boy
내 지난날들은
눈 뜨면 잊는 꿈
Hype boy 너만 원해
Hype boy 내가 전해
And we can go high
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy
눈을 감아
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","9,713"
32,Supersonic,프로미스나인,"You 이른 아침 해는 너무
뜨겁고 짜증만 타올라
적셔도 계속 목이 타지
그땐 불러봐 I'll be right there from now

911 Calling calling
끈적인 Sweaty sweaty
지친 도시 속 널 깨워낼 My siren
I like that 너만 있다면 I'm okay

언제든 Day and night
Hit me hit me up
Hit me hit me up now oh
네 맘속 Delight
Show me right now yeah
Show me right now woo

Super Super
Supersonic Supersonic uh
Super Super
Supersonic Supersonic uh
By my side
Show me right now yeah
Show me oh Supersonic

Heat and sweat 단숨에 후 세게 Blow
We got that 이대로 Go with the flow
달라진 온도 차오른 설렘 Overload
자 지금부터 뛰어들어 Ready set you go

Don't be worried 뜨거운 열기
손짓 한 번에 다 숨죽여
You'll like that 언제 어디든 I'll be there

언제든 Day and night
Hit me hit me up
Hit me hit me up now oh
네 맘속 Delight
Show me right now yeah
Show me right now woo
Super Super
Supersonic Supersonic uh
Super Super
Supersonic Supersonic uh
By my side
Show me right now yeah
Show me oh Supersonic

다시 또 여름이 다가오면
말하지 않아도 알 수 있어
지친 너를 구할 방법을
For you

길었던 Day and night
Hit me hit me up
Hit me hit me up now oh
네 맘 다 Untie
Show me right now yeah
Show me right now woo

Super Super
Supersonic Supersonic uh
Super Super
Supersonic Supersonic uh
Don't deny
Show me right now yeah
Show me oh Supersonic
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,586"
33,첫 눈,EXO,"첫눈 오는 이런 오후에
너에게 전화를 걸 수만
있다면 기쁠텐데
벌써 일년이 지났는데
난 아직 미련 가득해서
""쓸쓸해"" 어느새 혼잣말
(시계를 되돌려)
1년 전으로 갈 수 있다면
(마음을 되돌려)
지금 우린 달라졌을까
yeah 바보 같은 소리지,
그래도 만약
너를 만나면 눈물 차 올라
바보 같은 난 아무 말 못해
말해줘 메리 메리 크리스마스,
안녕 잘 지내는거지
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
미안해 잘해주지 못해
후회만 가득 가득 했던,
그 크리스마스
불빛 가득한 거리거리
혼자 걸었어
다들 행복해 보여
너는 언제나 공기처럼
있어줄 거란 착각에,
멍청히 보내,
내가 너무 미안해
(너무 흔한 얘기)
지나고 나면 너무 소중해
(항상 지나치지)
왜 그때는 모르는 걸까
지금은 다를 거야
말해주고파
너를 만나면 눈물 차 올라
바보 같은 난 아무 말 못해
말해줘 메리 메리 크리스마스,
안녕 잘 지내는거지
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
눈물인지 눈 때문인지
점점 너 멀리 멀리 보이던,
그 크리스마스
정말 신기한 일이야 너의
생각만으로 눈물 차 흐르니말야
Tears are falling, falling, falling
다시 너에게로 가고 싶어
무슨 일이든 할 수 있어
지금까지 삶이
모두 사라진다 해도 Girl
너를 만나면 눈물 차 올라
바보 같은 난 아무 말 못해
말해줘 메리 메리 크리스마스,
안녕 잘 지내는거지
Baby girl ooh- yeah-
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
미안해 잘해주지 못해
후회만 가득 가득 했던,
너를 만나면 눈물 차 올라
(눈물 차 올라)
바보 같은 난 아무 말 못해
(아무 말 못하는 나 인걸)
말해줘 메리 메리 크리스마스,
잘 지내는거지
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
눈물인지 눈 때문인지
점점 너 멀리 멀리 보이던,
그 크리스마스
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","10,659"
34,Cherish (My Love),아일릿(ILLIT),"You know what?
Not even god can stop me
I'll like you

I'm a diamond
너무 소중한 내 마음은
너를 볼 때 빛나
I can't, I can't stop myself

Am I selfish? 
눈치 없는 네 맘 대신
지금 이 설렘이 
훨씬 더 내겐 소중해

Boy, I ch ch ch ch cherish my love
Ch ch ch ch cherish my love 
Oh my crush, that's all my wish 
빛이 나는 이 설렘은 못 참지 
협조해줘 you gotta

Ch ch ch ch cherish my love 
어차피 넌 내 게, 내 게 분명
날 말릴 순 없을걸
하느님도 두 손 두 발 들었지
좋아해 cuz I wanna

너란 아이는 make me higher 
널 웃기면
웃을까? 어떨까?
이상하게 볼까? 
상상만으로 난 
Oh cherish my love 

If you, if you, if you love me or not
궁금해 너의 맘
고민은 3초만 난 my way
네 맘은 두 번째
내 각오가 첫 번째
절대 끝까지 지켜! 내 감정

Boy, I ch ch ch ch cherish my love
Ch ch ch ch cherish my love 
Oh my crush, that's all my wish 
빛이 나는 이 설렘은 못 참지 
협조해줘 you gotta

Ch ch ch ch cherish my love 
어차피 넌 내 게, 내 게 분명
날 말릴 순 없을걸
하느님도 두 손 두 발 들었지
좋아해 cuz I wanna

Cherish 이 설렘 넌 cherry on top
Cherish 내 욕심이 원해 you're mine
알쏭달쏭 너의 표정에 괜히 불타올라
무조건 직진할래

Boy, I ch ch ch ch cherish my love
Ch ch ch ch cherish my love 
Oh my crush, that's all my wish 
빛이 나는 이 설렘은 못 참지 
협조해줘 you gotta

Ch ch ch ch cherish my love 
어차피 넌 내 게, 내 게 분명
날 말릴 순 없을걸
하느님도 두 손 두 발 들었지
좋아해 cuz I wanna

I'm a diamond 
너무 소중한 내 마음은
너를 향해 빛나
네게 건네 줄거야
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",640
35,Congratulations,DAY6 (데이식스),"이제는 연락조차 받질 않아
너 대신 들리는 무미건조한 목소리
힘든 날들도 있는 건데
잠깐을 못 이겨
또 다른 대안을 찾아가
시간을 가지자
이 말을 난 있는 그대로
시간을 가지잔
뜻으로 받아들여 버렸어
Congratulations 넌 참 대단해
Congratulations 어쩜 그렇게
아무렇지 않아
하며 날 짓밟아
웃는 얼굴을 보니 다 잊었나 봐
시간을 갖자던 말 ye
생각해 보자던 말 ye
내 눈을 보면서 믿게 해놓고
이렇게 내게
아무렇지 않아
하며 날 짓밟아
웃는 얼굴로 날 까맣게 잊고
행복해 하는 넌
어때 그 남잔 나보다 더 나?
그 사람이 내 기억 다 지워줬나 봐?
그래 너가 행복하면 됐지
라는 거짓말은 안 할게
대체 내가 왜 날 떠난 너한테
행복을 바래야 돼 절대
I don’t give a 아
Congratulations 넌 참 대단해
Congratulations 어쩜 그렇게
아무렇지 않아
하며 날 짓밟아
웃는 얼굴을 보니 다 잊었나 봐
시간을 갖자던 말 ye
생각해 보자던 말 ye
내 눈을 보면서 믿게 해놓고
이렇게 내게
아무렇지 않아
하며 날 짓밟아
웃는 얼굴로 날 까맣게 잊고
행복해 하는 넌
진심 wow girl congratulations
바로 얼마 안 걸렸네 잘 나셨어
Huh 인터넷에 올라온 니 사진을 보니
그리 많이도 행복하니
입이 귀까지 걸려있는 거 같애
난 아직도 숨쉴 때 심장이 아픈데
다행히 넌 절대 아플 일은 없겠다
만약 또 이별을 겪는담
그럴 때 마다
새로운 사랑을 시작하면 되니까
Congratulations 어떻게 이래
Congratulations 넌 절대 내게
돌아오지 않아 기대조차 않아
나 없이도 얼마나 잘 살지 몰라 uh
시간을 갖자던 말 ye
생각해 보자던 말 ye
기다림 속에 날 가둬버리고
너만 이렇게
내 곁을 떠나가
그 남자를 만나
나라는 놈은 없었던 것처럼
사랑에 빠진 넌
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,116"
36,Sticky,KISS OF LIFE,"How long before we fall in love
How long before we fall in love

Here's a ticket
Baby wanna go out?
푸른 Palm tree
우릴 부르잖아
Don't be picky
Yeah 누벼 이 Town 위를
Feel like I'm hot stuff
You're my rock star

Hear me now
바람은 Sweet and salty
Margarita같이
Here on out
이 여름 위를 Driving
Won't you navigate me

How long before we fall in love
(널 마주친 순간 I fly high)
How long before we fall in love
(Let me know let me know)
Oh 뛰어들어 둘만의 Ocean dive
왠지 묘한 이 느낌 녹아내려
Sticky sticky sticky sticky

Love got so poppin' flavor
예상 못 한 New taste
나른해 Summer fever 내리질 않네

So hear me now
달콤한 맘이 Drippin'
Like gelato melting
Here on out
심장에 남긴 Darlin'
Won't you navigate me

How long before we fall in love
(널 마주친 순간 I fly high)
How long before we fall in love
(Let me know let me know)
Oh 뛰어들어 둘만의 Ocean dive
왠지 묘한 이 느낌 녹아내려
Sticky sticky sticky sticky

오늘 같은 날이 더 없대도
I wanna keep on staying
Know you'd make me fly away
오렌지빛 물든 저 노을에 Kiss it
So say yeah

Sticky sticky sticky sticky
And you're the one who's with it
With it with it with me

Yeah 느려져도 돼 Like slomo motion
I'd take you to the new world so boy
발 닿는 대로 가 There's no way
그리곤 내게로 와 Follow my lead
Let's get it yeah

How long before we fall in love
(저 나비처럼 난 Go round round)
How long before we fall in love
(Let me know let me know)
I like it 눈부신 여름빛
지금 우린 
Sticky sticky sticky sticky
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,153"
37,Bubble Gum,NewJeans,"You just got my heart pump pumpin' 
Every time that you're here around me 
노랫 소리가 또 흘러나와 yeah

오늘 오래 걸린 이유
I'm always so excited to meet you 
내 향기가 널 먼저 찾아가

눈 감아도 기억나게
어디라도 따라갈래
You're so delicate 거품 속에
숨었네 uh uh uh

Oh you make my heart melt away 
You're a softie 구름 같아 
이건 말로 설명 못해
You got me oh oh

이미 우린
저기 멀리
높이 있는 
풍선같이
Have you right here
In a basket

Oh my baby
Sweet like bubble gum 
Bouncing like playing ball
더 높이 올려줘
We're gonna ﬂy away

Sweet like bubble yum
So smooth, soft like a hug
더 멀리 날려줘
Let's go far away

You're my favorite flavor 
Bubble gum 
Bubble Bubble Bubble Bubble Bubble Bubble
Bubble Bubble Bubble Gum

얘기 늘어놓아 줄줄
Like I got nothing better to do 
내 손바닥 안에 쏙 들어와 yeah

나만 알고 싶은 비밀
All I know is I need this feeling 
내 윤기가 널 먼저 사로잡아 yeah

눈 감아도 기억나게
어디라도 따라갈래
You're so delicate 거품 속에
숨었네 uh uh uh

Oh you make my heart melt away 
You're a softie 구름 같아 
이건 말로 설명 못해
You got me oh oh

Sweet like bubble gum 
Bouncing like playing ball
더 높이 올려줘
We're gonna ﬂy away

Sweet like bubble yum
So smooth, soft like a hug
더 멀리 날려줘
Let's go far away

눈 감아도 기억나게
어디라도 따라갈래
You're so delicate 거품 속에
숨었네 uh uh uh

Oh you make my heart melt away 
You're a softie 구름 같아
이건 말로 설명 못해
You got me oh oh

이미 우린 
저기 멀리 
높이 있는 
풍선같이
Have you right here
In a basket

Oh my baby
Sweet like bubble gum

이미 우린 
저기 멀리 
높이 있는 
풍선같이
Have you right here
In a basket

Oh my baby
Sweet like bubble gum
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,965"
38,Love me or Leave me,DAY6 (데이식스),"모든 건 너에게 달렸어
난 지켜볼 수 밖에 없어
끝이 날 건지 아닌지는
너의 말 한마디로 결정돼
여태 받던 싸늘한 느낌
그저 착각일지도
여기서 알아야 갈 수 있어
Do you even love me now
숨을 죽이고 너의 대답을 기다릴게
턴을 너에게 넘긴 채로
만약 아니라 하더라도 말해 줘
Baby love me or leave me tonight
So 대답해 줘
숨김 없이 솔직하게
어서 대답해 줘
Baby love me or leave me tonight
So tell me now
꽤나 오랫동안 견뎠어
너의 차가운 눈빛과 말투
끝을 낼 건지 아닌지는
이제 너에게 전부 달렸어
이미 멀어진 우리 사이
그저 오해일지도
여기서 알아야 갈 수 있어
Do you even love me now
숨을 죽이고 너의 대답을 기다릴게
턴을 너에게 넘긴 채로
만약 아니라 하더라도 말해 줘
Baby love me or leave me tonight
So 대답해 줘
숨김 없이 솔직하게
어서 대답해 줘
Baby love me or leave me tonight
알아 이미 너의 대답은 No
나도 알아 이미 안다고 알아도
아직까진 I cannot give up on you
너의 목소리로 듣기 전까지는
Can't give up on you
숨을 죽이고 너의 대답을 기다릴게
턴을 너에게 넘긴 채로
만약 아니라 하더라도 말해 줘
Baby love me or leave me tonight
So 대답해 줘
숨김 없이 솔직하게
어서 대답해 줘
Baby love me or leave me tonight
So tell me now
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,044"
39,To. X,태연 (TAEYEON),"처음 본 널 기억해
We skipped the small talk
바로 다음 단계였지 뭐
단점이라곤 없는 게 단점이라던
그 허세도 마냥 좋았어
하지만 내 일기가
재미없어진 이유
내가 없어진 나의
매일들은 허전해
좀 이상해 왜 둘 사이에
너만 너만 보이는 걸까
난 까다롭고 힘든 아이라
그런 피곤한 생각만 한대
오늘 나눈 문자 속에
새로 산 티셔츠
그 얘기뿐이야
이제야 난 알 것 같아
Gonna block you
불을 꺼 To. X
그 좋아했던 립스틱
싫단 말에 버린
널 좋아했던 만큼
다 맞추려 했어
‘나 아님 누가
그런 세상 안아주겠어’
그 말이 그땐 그리
달콤했던 거야 Oh no
새벽의 긴 통화도
이젠 피곤해졌어
Every day, every night
나로 채우고 싶어
좀 이상해 왜 둘 사이에
너만 너만 보이는 걸까
난 까다롭고 힘든 아이라
그런 피곤한 생각만 한대
오늘 나눈 문자 속에
새로 산 티셔츠
그 얘기뿐이야
이제야 난 알 것 같아
Gonna block you
불을 꺼 To. X
Gonna block you
불을 꺼 To. X
Say Bye
Gonna block you
불을 꺼 To. X
깜빡거리는
흔들거리는 Light
Gonna block you
불을 꺼 To. X
좀 이상해 왜 둘 사이에
너만 너만 보이는 걸까 (너만 보일까)
난 까다롭고 힘든 아이라
그런 피곤한 생각만 한대
오늘 나눈 문자 속에 (이제 불을 꺼)
새로 산 티셔츠
그 얘기뿐이야
이제야 난 알 것 같아
Gonna block you
불을 꺼 To. X
Gonna block you
불을 꺼 To. X
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,881"
40,해야 (HEYA),IVE (아이브),"Let's get it
Look at it
Pay attention

얼어붙은 맘 어디 깨볼까? 
놀라버렸던 네 심장 말이야 
맘에 들었어 넌 그냥 Say yes 
내가 널 부르면 ""얼음 땡"" 

(Da da da dun dun) 
널 노리는 내 두 눈
숨을 죽인 그다음
한 발 낮춘 attitude
때를 기다리는 pose 

어둠 속 빛난 tiger eyes
날 감춘 채로 다가가
새빨간 말로 홀려 놔
방심한 순간 claw 

우린 더 높이
하늘에 닿을 것처럼 외쳐 너를 깨워
올려 봐 노려봐 넌 내 거니까 다
자꾸 널 보면 탐이 탐이 나

해야 해야 해야
한입에 널 삼킬 때야
(탐이 탐이 나)
해야 해야 해야
이미 내가 이긴 패야
(널 보면 탐이 탐이 나)

해야 해야 해야
뜨겁게 떠오르는 해야
별안간 홀린 그 순간 Bite
단 한 번에 난 널 휘리휘리 Catch ya 

더 높이 Keep it up
Uh huh
Happily ever after? Nope!
(Da da da dun dun)

못 기다린대 못 돼버린 내 맘이
겁 따윈 없는 척하지 마 너 감히
멀어져 넌 가니
어차피 한 입 거리 (Hey)
옳지 착하지 더 이리이리 오렴 

네 맘 나 주면 안 잡아먹지 Right now
내 발톱 아래 뭘 숨겼을지 Watch out

우린 더 높이
하늘에 닿을 것처럼 외쳐 너를 깨워
올려 봐 노려봐 넌 내 거니까 다
자꾸 널 보면 탐이 탐이 나

해야 해야 해야
한입에 널 삼킬 때야
(탐이 탐이 나)
해야 해야 해야
이미 내가 이긴 패야
(널 보면 탐이 탐이 나)

해야 해야 해야
뜨겁게 떠오르는 해야
별안간 홀린 그 순간 Bite
단 한 번에 난 널 휘리휘리 Catch ya 

휘리휘리 휘리휘리 
휘리휘리 휘리휘리

더 붉게 더 밝게
타올라 뜨거워도 좋으니
더 높게 더 높게
숨어도 넌 내 손바닥 안이니

깊은 어둠이 짙은 구름이
또 긴 밤 아래 널 감출 테니
Chew and swallow 
Get ready for it, baby
(Listen when I say)

자꾸 널 보면 탐이 탐이 나

해야 해야 해야
한입에 널 삼킬 때야
(탐이 탐이 나)
해야 해야 해야
이미 내가 이긴 패야
(널 보면 탐이 탐이 나)

해야 해야 해야
뜨겁게 떠오르는 해야
별안간 홀린 그 순간 Bite
Da da da dun dun dun
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,296"
41,Attention,NewJeans,"You and me
내 맘이 보이지
한참을 쳐다봐
가까이 다가가
You see
You see, ey ey ey ey
One, two, three
용기가 생겼지
이미 아는 네 눈치
고개를 돌려 천천히
여기
You see
여기 보이니
Looking for attention 너야겠어
확실하게 나로 만들겠어
Stop, eyyy
Drop the question
Drop the, drop the question
Want attention
Wanna want attention
You give me butterflies you know
내 맘은 온통 paradise
꿈에서 깨워주지 마
You got me looking for attention
You got me looking for attention
가끔은 정말
헷갈리지만
분명한 건
Got me looking for attention
널 우연히 마주친 척할래
못 본 척 지나갈래
You’re so fine
Gotta gotta get to know ya
나와 나와 걸어가 줘
지금 돌아서면
I need ya, need ya, need ya
To look at me back
Hey 다 들켰었나
널 보면 하트가 튀어나와
난 사탕을 찾는 baby (baby)
내 맘은 설레이지
Eyyy, drop the question
Drop the, drop the question
Want attention
Wanna want attention
You give me butterflies you know
내 맘은 온통 paradise
꿈에서 깨워주지 마
You got me looking for attention
You got me looking for attention
가끔은 정말
헷갈리지만
분명한 건
Got me looking for attention
You got me looking for attention
You got me looking for attention
가끔은 정말
헷갈리지만
분명한 건
Got me looking for attention
A T T E N T I on
Attention is what I want
A T T E N T I on
Attention is what I want
A T T E N T I on
Attention is what I want
A T T E N T I on
You got me looking for attention
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,378"
42,drinks or coffee,로제(ROSÉ),"Standing in the corner
Of a crowded place
This is boring
Till I heard your name
And now I'm staying for ya
We're just friends it's okay
Kinda weird how my night changed 

Is it just me
Starting to see
You in a different light
I know we can't say what we mean 
But I'm happy that you're here tonight 

I'm feeling so good
At a bad party
We don't have to talk
I know that you want me 
Gotta keep it nice 
We cannot be naughty 
We can get drinks
Or we could get coffee 

Feeling so good
At a bad party
We don't have to talk
I know that you want me 
Gotta keep it nice
We cannot be naughty 
We can get drinks
Or we could get coffee 

Is it so wrong
I've been thinking bout you
All day, yesterday, and today and tomorrow 
Is it so wrong
I've been bending the truth
All day, yesterday, and today and tomorrow 

Is it just me
Starting to see
You in a different light 
I know we can't say what we mean 
But you know that I mean it right 

I'm feeling so good
At a bad party
We don't have to talk
I know that you want me 
Gotta keep it nice 
We cannot be naughty 
We could get drinks 
Or we could get coffee 

Feeling so good
At a bad party
We don't have to talk
I know that you want me 
Gotta keep it nice
We cannot be naughty 
We could get drinks
Or we could get coffee 

Drinks,
Coffee,
Drinks,
Coffee,
Drinks,
Or coffee
Just call me yeah 
Drinks, 
Coffee,
Drinks,
Coffee,
Drinks,
Or coffee
Just call me yeah
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",377
43,네모네모,YENA (최예나),"네모네모 네모네모 Sign 
삐뚤빼뚤해 Like 

째깍 째깍 둥근 시곈
우리 눈칠 보고
각진 얼음 씹어대며 폰만 보는 너
난 또 째릿째릿

얄미워 너 정말
왜 저럴까 진짜?
내가 알던 핑크빛 Romance는
둥근 풍선 같던데
우린 좌 우 앞 뒤 뾰족하다구!

손 내밀면 콕! 하고 찔릴 거야 
네모 같은 우리
서로 남 탓하는 건 
(예나 지금이나 그대로)
상처투성이야 
이러다 나 죽어 
네모나고 모난 우린

삐뚤빼뚤해 Like 
네모네모 네모네모 Sign 
삐뚤빼뚤해 Like 
네모네모 네모네모 Sign 
삐뚤빼뚤해 Like

(야 가만있어 봐, 이건 뭔데?)

""잘 자, 일어났다, 밥 먹었어?"" (ㅇㅇ)
텅 빈 톡에 왜 심술은 잔뜩 가득해
본체만체
잠근 화면같이
우리 사이 정말 어두컴컴해

얄미워도 살짝
한발 물러설까?
더 멀어지는 건 싫다구!

손 내밀면 콕! 하고 찔릴 거야 
네모 같은 우리
서로 남 탓하는 건 
(예나 지금이나 그대로)
상처투성이야 
이러다 나 죽어 
네모나고 모난 우린

삐뚤빼뚤해 Like 
네모네모 네모네모 Sign 
삐뚤빼뚤해 Like 
네모네모 네모네모 Sign 
삐뚤빼뚤해 Like 

뒤죽박죽
소란한 내 마음 어떡해야 해요 
이랬다저랬다
흔들려봐도
잠깐, 
끝내긴
흐음…싫은데?

콕! 하고 찔린대도
먼저 손 내밀래
네모나도 널 좋아해
(예나 지금이나 그대로)
둥근 리본처럼
내가 안아줄게
넌 나의 선물이니까

삐뚤빼뚤해 Like
네모네모 네모네모 Sign 
삐뚤빼뚤해 Like
네모네모 네모네모 Sign 

한 번 더!

네모네모 네모네모 Sign 
삐뚤빼뚤해 Like
네모네모 네모네모 Sign 
삐뚤빼뚤해 Like
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",865
