,제목,가수,가사,좋아요
60,Gravity,FIFTY FIFTY CONNECT 아티스트,"Stars are shinin' and we're lookin' up
어쩌면 우릴 따라 밝게 비출 걸
Don't know how 이런 감정은 Can't control
서로 이끌린 맘은 Innocent, Innocent

또다시 우린 만나게 돼
Cuz nothin can keep us apart for long, no
좀 멀어져 가도 닿길 원해
Always comin' back to you, yeah 

I just can't escape
눈을 감을 땐
You're still in my head
네게로 이끌려

You push and pull me like gravity
I fall for you every part of me
You push and pull me like gravity
Insanity
I'm losing my mind

Push and pull me like gravity
I fall for you every part of me
You push and pull me like gravity
Insanity
I'm losing my mind

Wishing on a shooting star
다신 널 만날 수 없었을까 난
What if we never met, would we be the same?
날 떠나가도 깊이 빠져들거야

올라가려는 날 붙잡고 
더 끌어당긴 너의 gravity
좀 나쁘지 않지 이 느낌이
So hold me tight
Don't let me go

I just can't escape
눈을 감을 땐
You're still in my head
네게로 이끌려

You push and pull me like gravity
I fall for you every part of me
You push and pull me like gravity
Insanity
I'm losing my mind

Push and pull me like gravity
I fall for you every part of me
You push and pull me like gravity
Insanity
I'm losing my mind

I keep falling deeper so don't ever let me go
널 밀어내 봐도 you pull me back
Can't fight this anymore
네게로 이끌려
I'm helpless

You push and pull me like gravity
I fall for you every part of me
You push and pull me like gravity
Insanity
I'm losing my mind

Push and pull me like gravity
I fall for you every part of me
You push and pull me like gravity
Insanity
I'm losing my mind
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",853
61,아직 거기 살아,DAY6 (데이식스),"아직도
난 아직까지도
우리의 미래를 놓지 못했어
같이 늙어가자는
희망찼던 말은
네 미소와 사라졌어

무슨 말을 꺼낼까 
어떻게 널 잡을까 
수많은 고민 끝에 

널 사랑해 
변함없이
난 여전해
너와 달리
잘할 수 있어 난 
더 할 수 있어 난 
잠시만 
제발 
제발 가지 말아 줘 
제발
제발 날 사랑해 줘

무슨 말이 통할까 
가능하긴 한 걸까 
막막한 고민 끝에 

널 사랑해 
변함없이
난 여전해
너와 달리
잘할 수 있어 난 
더 할 수 있어 난 
잠시만 
제발 
제발 가지 말아 줘 
제발
제발 날 사랑해 줘

너와 걷던 거리 
너와 치던 장난 
속삭이던 사랑 
아직 거기 살아 

너와 쓰던 말투 
너와 짓던 표정 
넘쳐났던 사랑 
아직 거기 살아

외로워진 거리 
재미없는 장난 
희미해진 사랑 
나는 여기 살아
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,125"
62,그녀가 웃었다,DAY6 (데이식스),"왜 하필 매번 매번 너와 마주칠 땐
난 왜 이렇게 바보 같은지
직진만 계속 해도 될까 말까 한데
답답한 짓만 골라 하는지

바람은 차가워지는데
마음은 계속 타들어 가
지금 하는 말에 귀 기울여 줘 
Oh let me tell you
How much I want you baby

수많은 별들이 
한없이 쏟아지던 가을밤 
수줍게 뱉은
널 좋아해 이 말에 
정말 예쁘게 
그녀가 웃었다

(Yeah let me say)
내게 조금 더 조금 더
가까이 와 봐
그래 그래 그렇게 
Oh baby 
내게 그대로 그대로
품에 들어와
고갤 끄덕여 줘

다 티가 나
알고 있었잖아
너에게 향한 
이 마음을

참지 않아
망설이지 않아
Oh let me tell you
How much I want you baby

수많은 별들이 
한없이 쏟아지던 가을밤 
Oh baby baby
내게 그대로 그대로 
품에 들어와
고갤 끄덕여 줘

Take my hand
Let’s just dance
은은한 달빛 아래
너와 나 둘만의 무대

Come on and
Take my hand
Let’s just dance
이 밤에 몸을 맡긴 채
Let me give you all my love

수많은 별들이 
한없이 쏟아지던 가을밤 
수줍게 뱉은
널 좋아해 이 말에 
정말 예쁘게 
그녀가 웃었다

(Yeah let me say)
내게 조금 더 조금 더
가까이 와 봐
그래 그래 그렇게 
Oh baby 
내게 그대로 그대로
품에 들어와
고갤 끄덕여 줘
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",997
63,LOVE DIVE,IVE (아이브),"네가 참 궁금해 그건 너도 마찬가지
이거면 충분해 쫓고 쫓는 이런 놀이
참을 수 없는 이끌림과 호기심
묘한 너와 나 두고 보면 알겠지
Woo 눈동자 아래로
Woo 감추고 있는 거
Woo yeah It's so bad It's good
난 그 맘을 좀 봐야겠어
Narcissistic my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive
Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive
마음은 이렇게 알다가도 모르지
사랑이라는 건 한순간에 필 테니
직접 들어와 두 눈으로 확인해
내 맘 가장 깊은 데로 오면 돼
Woo 망설일 시간은
Woo 3초면 되는 걸
Woo yeah It's so bad It's good
원하면 감히 뛰어들어
Narcissistic my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive
Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive
숨 참고 love dive
숨 참고 love dive
숨 참고 love dive
숨 참고 love dive
Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,985"
64,사랑 노래,부석순(SEVENTEEN),"너의 소식을 전해 들은 어젯밤
왼쪽 가슴이 내려앉는 듯했어
그리움이란 마음은 헤어짐보다 더 아파
한동안 아무렇지 않았는데 맘이 아려 와

너의 번호를 지우지 못하고서
널 잊었다고 거짓말해 봤지만
내 Playlist는 네가 채워 놓은
사랑 노래뿐인걸
 
아픈 덴 없니 밥은 잘 먹는지
나 없이도 행복하게 지내니
내 맘이 들리니 텔레파시처럼
애를 써도 지워지지 않는 Story

IIII just wait for you III
IIII just wait for you III
IIII just wait for you III
IIII just wait for you III

내 전부를 주어도 아깝지가 않았던
(내 맘을 주고 싶어서 너의 오른손 잡았던)
너를 보내고 후회만 가득 남았어
(우리들의 추억은 또 이렇게)
스쳐 지나왔어

하루가 가고 한 달이 지났을 때
널 잊었다고 거짓말해 봤지만
내 Playlist는 네가 채워 놓은
사랑 노래뿐인걸
 
아픈 덴 없니 밥은 잘 먹는지
나 없이도 행복하게 지내니
내 맘이 들리니 텔레파시처럼
애를 써도 지워지지 않는 Story

IIII just wait for you III
IIII just wait for you III
IIII just wait for you III
IIII just wait for you III
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",165
65,우리의 다정한 계절 속에 (Season of Memories),여자친구(GFRIEND),"전부 사라질 것 같이 믿기지 않았어 
돌고 돌아 시간 속에 다시 만났어 

시곗바늘이 
밤을 가르며 
멀리 왔지만 
우리의 거린 그대로야 

같은 계절 속을 맴돌다 
어느 날 불쑥 내게로 온 거야 

보고 팠어 
사실 많이 
지금 눈앞이 꿈만 같아 

오래 기다렸잖아 
이제 더는 
멀어지지 마

전부 사라질 것 같이 믿기지 않았어
돌고 돌아 시간 속에 다시 만났어 
어떤 순간에도 널 기다렸어 
끝까지 너를 택할게

하나로 이어졌던 
하나로 새겨졌던 

우리의 다정한 그 계절 속에 
영원히 함께 할 거야 

더 멀리 가려고 
더 깊어 지려고
우리 이야기들이 시작된 거야 

그토록 빛나던 눈빛이 
꿈속에서조차 생각이 났어 

이제 알게 됐잖아 
너와 나의 이 길은 
처음부터 하나였었단 걸 

전부 사라질 것 같이 믿기지 않았어 
돌고 돌아 시간 속에 다시 만났어 
어떤 순간에도 널 기다렸어 
끝까지 너를 택할게

비로소 간절한 이 맘이 
네게 닿았을까 

우리 사랑했던 날은 사라지지 않아
돌고 돌아 기적처럼 다시 만났어 
다시 만났어 
긴 시간을 지나쳐 왔지만 
끝내 널 찾아낸 거야 

하나로 이어졌던 
하나로 새겨졌던 

우리의 다정한 그 계절 속에
영원히 함께 할 거야 
영원히 함께인 거야 

전부 사라질 것 같이 믿기지 않았어 
돌고 돌아 시간 속에 다시 만났어
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",155
66,two years,로제(ROSÉ),"How'd it all fall apart
You were right here before, in my arms 
Now you're invisible
But the heartbreak's physical 

Got a place, moved away
Somewhere with a different code, different state 
Still feels miserable
God it's so chemical 

All that I know
Is I can't let you go 
It's been two years and you're still not gone 
It doesn't make sense that I can't move on 
Yeah I try, I try, I try, I try
But this love never dies 

Two years since you've been in my bed 
Even had a funeral for you in my head 
Yeah I try, I try, I try, I try
But this love never dies 

Another night, another vice
Even try with someone new, someone nice
I'll always hate the fact that you, 
ruined everybody after you 
I'm always coming back to you 

It's been two years and you're still not gone 
It doesn't make sense that I can't move on 
Yeah I try, I try, I try, I try
But this love never dies 

It's been two years since you've been in my bed 
Even had a funeral for you in my head
Yeah I try, I try, I try, I try
But this love never dies 

Maybe I'm just sick and this is how it's gonna be 
Maybe this is all I know
And I know it's not you it's me 

Cuz it's been two years and you're still not gone 
It doesn't make sense that I can't move on
Yeah I try, I try, I try, I try
But this love never dies 

It's been two years since you've been in my bed 
Even had a funeral for you in my head
Yeah I try, I try, I try, I try
But this love never dies
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",219
67,Happy Alone,부석순(SEVENTEEN),"수고 많았어
참는 것 말곤 할 수 없던 내게
말해 주고 싶었어 거울 속 내게 
(내일은 미뤄 둬 미뤄 둬)
괜찮을 거야 It's okay

지금부터 내 맘대로 Vacation
바람이 부는 대로 몸을 맡겨
하루는 짧아 
Everyday is a weekend (Yeah)
가까워지는 내 맘에 사는 나

눈치코치 보지 마 (Ah ha ah ha)
어디든 떠나 보자 (Ah ha ah ha)

먼지투성이 하늘 아래
나만의 시간을 수놓을 거야
뻔한 순간이 특별하도록
나에게 파티를 선물해 줄래

I'm Happy Happy Happy, Happy Alone
I'm Happy Happy Happy, Happy Alone
I'm Happy Happy Happy, Happy Alone
I'm Happy Happy Happy, Happy Alone

수고 많았어
웃음이 어색해져 버린 내게
말해 주고 싶었어 사진 속 내게
(내일은 미뤄 둬 미뤄 둬) 
괜찮을 거야 It's okay

걱정은 많지만 잘 하고 있어
조급함은 잠시 접어 두고서
사계절은 Summer
Everyday is a weekend (Yeah)
가까워지는 내 맘에 사는 나

눈치코치 보지 마 (Ah ha ah ha)
어디든 떠나 보자 (Ah ha ah ha)

먼지투성이 하늘 아래
나만의 시간을 수놓을 거야
뻔한 순간이 특별하도록
나에게 파티를 선물해 줄래

I'm Happy Happy Happy, Happy Alone
I'm Happy Happy Happy, Happy Alone
I'm Happy Happy Happy, Happy Alone
I'm Happy Happy Happy, Happy Alone

매일 나는 벼랑 끝에 핀 작은 꽃
오늘만큼은 내게 잘해 주고 싶어
세상 가장 행복한 나 자신으로
I'm Happy Happy Happy, Happy Alone

먼지투성이 하늘 아래
나만의 시간을 수놓을 거야
뻔한 순간이 특별하도록
나에게 파티를 선물해 줄래

Come on!
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",156
68,3am,로제(ROSÉ),"Eh eh eh eh eh eh 

I just saw a red flag
Gonna pretend I didn't see that 
Cuz is it really really that bad? 
I need you really really that bad 

So can we keep the story rolling
Forget that s*** my mother always told me 
Cuz nothing's really perfect like that
I need you really really that bad
I need you really really that bad 

The one I run to
Take my makeup off and say goodnight to
The one I pretty talk and ugly cry to
The world can roll their eyes but there's no use 
I just want it to be you
When it's 3am
I'm losing myself and my mind again
The one who gives me love that is bullet proof 
The world can roll their eyes but there's no use 
I just want it to be you
Eh eh eh eh eh eh
I just want it to be you
Eh eh eh eh eh eh
I just want it to be you 

Hold me
Kiss me on my face
Talk s*** about the world with me all day
And even when I'm putting you through hell 
Say I'm not like anyone else
Slowly words roll off my tongue
You're everything I need and it's so dumb
And even when you're putting me through hell 
You're not like anyone else 

I wanna run to
Take my makeup off and say goodnight to
The one I pretty talk and ugly cry to
The world can roll their eyes but there's no use 
I just want it to be you
When it's 3am
And I'm losing myself and my mind again 
The one who gives me love that is bullet proof 
The world can roll their eyes but there's no use 
I just want it to be you
Eh eh eh eh eh eh
I just want it to be you
Eh eh eh eh eh eh
I just want it to be you
Eh eh eh eh eh eh
I just want it to be you
Eh eh eh eh eh eh
I just want it to be you
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",240
69,이별의 맛,휘인(Whee In),"어제의 난
어디 있을까
달라진 바람
달라져 버린 공기
나른한 몸
고장난 마음
감기약처럼
쓰디쓴 나의 하루
물속 같은 시간들
그 1분 1초
난 자꾸만 숨이 차올라
두 눈을 꼭 감고
두 귀를 닫고
난 너의 기억을
또 꺼내어 봐
참 달콤했던
참 달콤했던
너로 만든 케익 같던 세상
사랑을 말하던
내 입술 끝엔
아직 니 이름이
묻어있는데
다 괜찮아질거라
수 없이 되뇌어도
입안 가득 그리움만 퍼져
이별을 맛 본다
거울에도 유리잔에도
니가 좋아한
조그만 화분에도
너의 손끝이 닿았던
그 구석구석
가지런히 놓여진 추억
머리를 잠그고
가슴을 막고
난 너의 목소릴
또 꺼내어 봐
참 사랑했던
참 사랑했던
너로 만든 노래 같던 세상
내일은 아득히
멀기만 하고
오늘은 몸서리
치도록 아파
다 지나갈거라고
수 없이 타일러도
마음 가득 서러움이 흘러
널 원하면 원할수록
조금씩 너는 멀어져 가
So far away
두 눈을 꼭 감고
두 귀를 닫고
난 너의 기억을
또 꺼내어 봐
참 달콤했던
참 달콤했던
너로 만든 케익 같던 세상
사랑을 말하던
내 입술 끝엔
아직 니 이름이
묻어있는데
다 괜찮아질거라
수 없이 되뇌어도
입안 가득 그리움만 퍼져
이별을 맛본다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",33
70,call it the end,로제(ROSÉ),"We're at a crossroad
And we don't know which way to go 
Part of me lost hope
And part of me just can't let go 

We said we'd cross those bridges when they came 
Now it's time to give it a name
Yeah we're at a crossroad 

So baby let me know 

Do I call you my ex
Or do I call you my boyfriend
Call you a lover, do I call you a friend 
Call you the one or the one that got away 
Someone I'll just have to forget
Do I call you every night you're gone
Or never call you again
Do we have a future
Or should I call it the end 

We were a moment
And you were my only true oasis 
Now all those oceans
Are falling down our faces
So if we don't see it through
I'm a better me because of you 
Yeah we're at a crossroad 

So baby let me know 

Do I call you my ex
Or do I call you my boyfriend
Call you a lover, do I call you a friend 
Call you the one or the one that got away 
Someone I'll just have to forget
Do I call you every night you're gone
Or never call you again
Do we have a future
Or should I call it the end
Should I call it the end 
Are we lovers or friends 
Cause it's as good as it gets 
Should I call it the end
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",163
71,OMG,NewJeans,"이 노래는 it's about you baby 
Only you
You you you 
You you you you

내가 힘들 때
울 것 같을 때
기운도 이젠
나지 않을 때
It's you 날 걱정하네 
It's you 날 웃게하네
말 안 해도 돼 
Boy what do you say

(They keep on asking me, “who is he?”)
멀리든 언제든지 달려와
(They keep on asking me, “who is he?”)
바쁜 척도 없이 넌 나타나
(They keep on asking me, “who is he?”)
이게 말이 되니 난 물어봐
(They keep on asking me, “who is he?”)
너는 말야
He's the one that's living in my system baby

Oh my oh my God 
예상했어 나
I was really hoping 
That he will come through 
Oh my oh my God 
단 너뿐이야
Asking all the time about what I should do

No I can never let him go
너만 생각나 24 
난 행운아야 정말로 I know, I know 
널 알기 전까지는 나 
의미 없었어 전부 다 
내 맘이 끝이 없는 걸 I know, I know 
I'm going crazy right?
어디서든
몇 번이든
There ain't nothing else that I would hold on to
I hear his voice 
Through all the noise
잠시라도 내 손 놓지 마 no, no

걱정 없잖아
'Cause I got someone
혼자라도 괜찮아
'Cause I love someone 

(They keep on asking me, “who is he?”)
멀리든 언제든지 달려와
(They keep on asking me, “who is he?”)
바쁜 척도 없이 넌 나타나
(They keep on asking me, “who is he?”)
이게 말이 되니 난 물어봐
(They keep on asking me, “who is he?”)
너는 말야
He's the one that's living in my system baby

Oh my oh my God 
예상했어 나
I was really hoping
That he will come through
Oh my oh my God
단 너뿐이야
Asking all the time about what I should do

No I can never let him go
너만 생각나 24
난 행운아야 정말로 I know, I know 
널 알기 전까지는 나 
의미 없었어 전부 다 
내 맘이 끝이 없는 걸 I know, I know 

너와 나
My heart is glowing
It's glowing up 
너랑만 있으면 무서울 게 없어 
가득 메워진, 다 메워진 (붉어진)
My heart is glowing, it'd be glowing 
'Cause he

Oh my oh my God
예상했어 나
I was really hoping
That he will come through
Oh my oh my God 
단 너뿐이야
Asking all the time about what I should do
No I can never let him go
He's right there for me 24 
난 행운아야 정말로 I know, I know 
널 알기 전까지는 나
의미 없었어 전부 다
어떡해

My heart is glowing, it's glowing
My heart is glowing up
So I can't sleep at night
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","5,753"
72,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),"이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈
가을 타 겨울 내릴 눈 1년 네 번 또다시 봄
정들었던 내 젊은 날 이제는 안녕
아름답던 우리의 봄 여름 가을 겨울
'Four seasons with no reason'
비 갠 뒤에 비애(悲哀) 대신 a happy end
비스듬히 씩 비웃듯 칠색 무늬의 무지개
철없이 철 지나 철들지 못해(still)
철부지에 철 그른지 오래, Marchin' 비발디
차이코프스키, 오늘의 사계를 맞이해
마침내, 마치 넷이 못내
Boy 저 하늘만 바라보고서
사계절 잘 지내고 있어 Good-bye
떠난 사람 또 나타난 사람
머리 위 저세상
난 떠나 영감의 amazon
지난 밤의 트라우마 다 묻고
목숨 바쳐 달려올 새 출발 하는 왕복선
변할래 전보다는 더욱더
좋은 사람 더욱더
더 나은 사람 더욱더
아침 이슬을 맞고 내 안에 분노 과거에 묻고
For Life
울었던 웃었던 소년과 소녀가 그리워 나
찬란했던 사랑했던 그 시절만 자꾸 기억나
계절은 날이 갈수록 속절없이 흘러
붉게 물들이고 파랗게 멍들어 가슴을 훑고
언젠가 다시 올 그 날
그때를 위하여 (그대를 위하여)
아름다울 우리의 봄 여름 가을 겨울
La la la la la la la la la la la
La la la la la la la la la la la
La la la la la la la la la la la
La la la la la la la la la la la
이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈
가을 타 겨울 내린 눈 봄 여름 가을 겨울
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,056"
73,SOS,FIFTY FIFTY CONNECT 아티스트,"별빛마저 까만 Midnight
멈춰 있는 Time
잠들기 힘든 맘
소리 없는 밤은 So dark
애써지어 본 미소도 낯선 느낌

Ooh I'm losing my cool 가라앉은 Mood
Going round round round, I'm blue
메아리 같이 들린 목소리
Won't let me down down down, no
 
SOS I'm calling
내 맘 깊이 들려온 Message
Can you hear my SOS, Oh darling
귀 기울여봐 Truth in you, unmute

Can you hear my SOS?
Can you hear my SOS?

문을 여는 그 순간
피어나는 Little spark
빛은 어느새 어둠을 밀어내

내 목소리가 아닌
잡음들은 다 Cut it
나의 이야기
그 첫 마디를 시작해

Ooh I'm losing my cool 반복되는 Loop
Going round round round, I'm through
좀 더 선명히 들린 목소리
Won't let me down down down, no

SOS I'm calling
내 맘 깊이 들려온 Message
Can you hear my SOS, Oh darling
귀 기울여봐 Truth in you, unmute

Can you hear my SOS?
Can you hear my SOS?

Calling 내게 말을 거는 소리
대답해줄게 Don't worry
다시는 나를 외면하지 않아 난

SOS I'm calling
내 맘 깊이 들려온 Message 
Can you hear my SOS, Oh darling
귀 기울여봐 Truth in you, unmute 

Can you hear my SOS?
Can you hear my SOS?
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",856
74,행운을 빌어 줘,원필(DAY6),"자 이제는 기나긴 모험을 시작할 시간
준비했던 짐을 메고 현관문을 열 시간
정이 들었던 집을 등지고서
익숙한 이 동네를 벗어나서
내 발 앞에 그려진 출발선
이젠 딛고 나아갈 그때가 된 거야
앞으로 총 몇 번의 몇 번의 희망과
그리고 또 몇 번의 몇 번의 절망과
차가운 웃음 혹은 기쁨의 눈물을
맛보게 될지는 모르겠지만
아무쪼록 행운을 빌어 줘
내 앞길에 행복을 빌어 줘
계절이 흘러 되돌아오면
더 나은 내가 되어 있을 테니
기대해 줘
나갈까 말까 수도 없이 망설였지만
1도 도움 안 되는 고민 따윈 이젠 그만
사랑하는 내 모든 사람들의
기대와 응원을 등에 업고서
내 발 앞에 그려진 출발선
이젠 딛고 나아갈 그때가 온 거야
앞으로 총 몇 번의 몇 번의 희망과
그리고 또 몇 번의 몇 번의 절망과
차가운 웃음 혹은 기쁨의 눈물을
맛보게 될지는 모르겠지만
아무쪼록 행운을 빌어 줘
내 앞길에 행복을 빌어 줘
계절이 흘러 되돌아오면
더 나은 내가 되어 있을 테니
기대해
회색 겨울 분홍빛 봄
파란 여름 노란 가을
사계절이 돌고 돌면
웃으며 네 앞에 서 있을게
앞으로 총 몇 번의 몇 번의 희망과
그리고 또 몇 번의 몇 번의 절망과
차가운 웃음 혹은 기쁨의 눈물을
맛보게 될지는 모르겠지만
아무쪼록 행운을 빌어 줘
내 앞길에 행복을 빌어 줘
계절이 흘러 되돌아오면
더 나은 내가 되어 있을 테니
기대해 줘
다녀오겠습니다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,201"
75,Love 119,RIIZE,"1 2 Let's go

뺏긴 My heart
that girl's a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)

너는 마치 Flashlight
자꾸만 시선을 뺏겨
많은 사람 속에서
순간 너만 보였어
다들 말하지
Love is so sweet
아직 난 뭔지 모르겠지
Right now

처음 느낀 이상한 떨림
이건 진심 I'm not kidding
친구이기엔 더
Deeper deeper deeper
어쩌면 Love song yah

뺏긴 My heart
that girl's a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)

이상해 나 What do I do
너에 관한 건 뭐라도
신경 쓰여 난 All day
넌 만들어 My day
이 감정은 Someday
난 알고 싶어
귓가에 울린
Love is so sweet
멈출 수 없이
빠져버린 나야

네가 자꾸 궁금해 왜지
말도 안 돼
I'm not kidding
시간이 갈수록
깊어 깊어 깊어져
가는 나잖아

뺏긴 My heart
that girl's a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)

이건 뭘까
You know what I'm talking about
왜 이렇게
나의 맘이 어지러운 걸까
이 모든 게
내가 널 좋아하는 건가
난 그럼 더 이상
끌고 싶지 않아
다른 건
Nothing but
I want it all with you

뺏긴 My heart
that girl's a killer
Love so good
feels like a thriller
시작됐지
이건 Emergency (Vroom)
1-1-9 1-1-9
Save my life save my life
She sets me free
이건 Emergency (Love)
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,441"
76,별별별 (See that?),NMIXX,"Ooh ah
Don't mind, just do it, yeah
Don't mind, just do it
Can you feel the tension? yeah

No, I don't mind
깨진 손톱 위에 검은 매니큐어 칠 (Doesn't matter)
난 헝클어진 머리칼을 풀듯 이어폰 줄을 풀지

I'm a boss, turn the radio on
튀어올라 난 glow in the dark
Who cares, not your stereotype
부숴, 네가 알던 날

아침 해가 뜨고 우린 숨었지
(내리쬐는 sunshine, shine, shine)
모두 우릴 보고 혀를 차겠지
(혀를 차네)

음~

Wuh, 요즘에는 별별별 (See that?)
이런저런 별별별 (쯧쯧)
하여튼간 별별
(Twinkle little little star)
그래, 난 별별별

우린 we we we we 위로 위로 더
우린 we we we we 위로 위로 더
Imma be be be be be the be the one
여기 여기 붙어라, wuh

NMIXX, we get it on now

Nah~ 주어진 건 싫어
(No thank you)
네모 박스를 지워
(No thank you)
날 자연스레 둘래?
청개구리, 두더지, come follow me
This is the day, ay

Who cares 좀 튀어도
Who cares 난 나일 뿐 (음~)
넘어져도 난 무릎을 털고
Go for the goal, 전부 비켜줘yo

음~ 하여튼간

Wuh, 요즘에는 별별별 (See that?)
이런저런 별별별 (쯧쯧)
하여튼간 별별
(Twinkle little little star)
그래, 난 별별별

우린 we we we we 위로 위로 더
우린 we we we we 위로 위로 더
Imma be be be be be the be the one
여기 여기 붙어라, wuh

Wuh-
(Don't mind, just do it)
Stay awake, you cannot hold us down
(Don't mind, just do it)

Wuh-
(Don't mind, just do it)
Fly away 저 하늘로 날아
Imma tell 'em

다같이 stomp the ground
마음 안의 말 털어내 voice up (yeah)
We're never ever going back
Deep and deeper 조금씩..

하여튼간

Wuh, 요즘에는 별별별 (See that?)
이런저런 별별별 (쯧쯧)
하여튼간 별별
(Twinkle little little star)
그래, 난 별별별

우린 we we we we 위로 위로 더
우린 we we we we 위로 위로 더
Imma be be be be be the be the one
여기 여기 붙어라, wuh
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",926
77,New Jeans,NewJeans,"Look it's a new me
Switched it up, who's this? 
우릴 봐 NewJeans 
So fresh, so clean
 
얼마나
기다렸던 날
드디어
Time to step out 
또 한 번 더
Ready for sure 
To have some more
 
New hair 
New tee
NewJeans 
Do you see
New hair 
New tee
NewJeans 
Do you see

New hair 
New tee
NewJeans 
Do you see
New hair 
New tee
NewJeans 
Do you see
 
Make it feel
Like a game
Look at us, we go
On & on again
We'll go on to the end 
What we wanna do
On & on again

Make it feel
Like a game
Look at us, we go
On & on again
We'll go on to the end 
What we wanna do
On & on again

Look it's a new me 
Switched it up, who's this? 
들어봐 NewJeans 
So fresh, so clean
 
얼마나
기다렸던 날
드디어
Feeling's so right 
또 한 번 더
I need to know 
You want some more 

New hair 
New tee
NewJeans 
You & me
New hair 
New tee
NewJeans 
You & me

New hair 
New tee
NewJeans 
You & me
New hair 
New tee
NewJeans 
You & me
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,905"
78,SHEESH,BABYMONSTER,"Da la lun dun
Da la lun dun
Da la lun dun

BABY I'mma MONSTER

Mano a mano
I see you in slow mo'
You know you're in trouble
Ooh hoo hoo hoo

발버둥 쳐봐
어차피 손바닥
위에서 못 나가
You know that

눈을 뜬 순간
피어나
All eyes on me
불을 질러라

Do or die
On my life
Yeah you ain't seen nothing yet

Got them all going
Sheesh Sheesh
Sheesh Sheesh Sheesh yeah

B.A.B.Y.M.O.N
Sheesh Sheesh
Sheesh Sheesh Sheesh yeah
Got them all going

Yo hold on 쉿
걍 들이부어라 네 달팽이관에
이건 네 귀에 줄 축복
음악에 맞춰 걍 춤 춰 

히비리 합 합 boom boom pow
분위기 타올라 너네들 눈 돌아
띵하니 적잖이 충격일 거야

Crown this queen
홈런은 쳤고 내 다음은 위
어중이떠중이 중간 아님
날 보고 닫혔던 입들 say
Sheesh Sheesh Sheesh

You know what it is
I be running this
Pull up in a ghost
Peek a peek a boo hoo
Vroom vroom
너네 심장에 박동이 pump pump pop
Pedal to the metal
Click clack click 
Put'em up to the sky
High high high high

눈을 뜬 순간
피어나
All eyes on me
불을 질러라

Do or die
On my life
Yeah you ain't seen nothing yet

Got them all going
Sheesh Sheesh
Sheesh Sheesh Sheesh yeah

B.A.B.Y.M.O.N
Sheesh Sheesh
Sheesh Sheesh Sheesh yeah
Got them all going

마음껏 웃어봐
이젠 내 차례니까

천천히 불태워 네가 잠든 사이

Time's up
올라가 올라가 더

꼭대기 꼭대기로
하늘 위 하늘 위로

Fly away
온 세상을 뒤집어
Come on let's ride 

BABY I'mma MONSTER

B A B Y M O N
Tell a friend tell a friend tell a friend
B A B Y M O N
Tell a friend tell a friend tell a friend

Let's go
Jump jump and let it go
Watch out we on a roll 
Rum pump pump pump it up then

Jump jump and let it go
Watch out we on a roll 
Rum pump pump pump it up then
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,487"
