,제목,가수,가사,좋아요
37,ABCD,나연 (TWICE),"Slo-mo
Hey I see you looking at me and
I like it oh yeah
No more
다가오길 기다리는 건
Not my option yeah
피어나 My desire
원하는 건 가져야 하는 걸
All I want is love love wit' you
Stop thinkin' 거부할 수 없을걸
Hey listen to me now
A you're gonna B my babe
Everytime you C me
빠져 Deeper deeper babe
Hey listen to me now
ABCD 반복해
How to fall in love 가르쳐 줄게
너는 들어왔어 in my Fantasy
벗어날 수 없어 나의 Gravity
In love in love can't get Enough
Hey 빠져들고 있어 you're Hypnotized
홀린 듯 하나가 되는 you & I
In love in love can't get Enough
넌 따라오면 돼 My babe
지금부터 Imma drive you crazy
아슬아슬한 너와 내 Emotion
자칫하면 이성의 끈을 놓쳐
대화는 필요 없어 Mute
본능이 향하는 곳 Move
전부 벗어던질래
진짜 나를 볼 수 있게
피어나 Feel alive
떨리는 마음 감출 수 없는 걸
All I want is love love wit' you
Stop thinkin' 거부할 수 없을걸
Hey listen to me now
A you're gonna B my babe
Everytime you C me
빠져 Deeper deeper babe
Hey listen to me now
ABCD 반복해
How to fall in love 가르쳐 줄게
너는 들어왔어 in my Fantasy
벗어날 수 없어 나의 Gravity
In love in love can't get Enough
Hey 빠져들고 있어 you're Hypnotized
홀린 듯 하나가 되는 you & I
In love in love can't get Enough
I don't care and I like yeah
A to Z you're my type yeah
알려줄게 Baby how to love
알기 쉽게 네게 One by one
I don't care and I like yeah
A to Z you're my type yeah
알려줄게 Baby how to love
알기 쉽게 네게 One by one
A you're gonna B my babe
Everytime you C me
빠져 Deeper deeper babe
ABCD 반복해
How to fall in love 가르쳐 줄게
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",664
38,Thirsty,aespa,"Yeah Yeah

난 또 너를 두드리고 있어
반짝이는 수면 위를 매일
잔잔하게 일렁이는 Sign
날 (봐)

알 수 없는 너를 가만 보면
깊은 그 눈빛이 궁금해지면
괜히 거친 바람처럼 난
너를 헤집어

알아 하루 종일
넌 비춰 빠짐없이
내 어떤 날씨까지 Oh
맑게 개다 흐려도 Ah-Ah
웃는 너는 Ah-Ah
So tell me,
What you wanna wanna do boy?

너는 닿을수록 Thirsty
분명 가득한데 Thirsty
Yeah, I got you boy
Sip sip sipping all night
더 Deep deep deep in all night
얕은 수면보다 훨씬
짙은 너의 맘 끝까지
알고 싶어져
Sip sip sipping all night
더 Deep deep deep in all night
맘이 커질수록 Thirsty

Tell me, Tell me
느껴 너의 눈빛 향기
Feel so good
Can't nobody ever stop me
순간 세상이 멈춘 것 같이
머리에 Ding
물결처럼 어질어질
넌 어때 웃지 말고
Uh 가만 보지 말고
인정해 봐 Real
지금 Boom boom trigger

I 자꾸 심술 나 왠지 I
부푼 맘이 난 가끔 Ah-Ah
미울 만큼 Ah-Ah
So tell me,
What you wanna wanna do boy?

너는 닿을수록 Thirsty
분명 가득한데 Thirsty
Yeah, I got you boy
Sip sip sipping all night
더 Deep deep deep in all night
얕은 수면보다 훨씬
짙은 너의 맘 끝까지
알고 싶어져
Sip sip sipping all night
더 Deep deep deep in all night
맘이 커질수록 Thirsty

조급한 생각은 No No
이건 또 너를 위한 감정인 거야
Sip sip sip sip
그래서 난
Sip sip sip
So thirsty thirsty thirsty

Talking ‘bout it, Talking ‘bout it
솔직하게 전부
수면 깊이 감춰 놓은
네 맘으로 적셔 날
네 눈 속에 내가 좋아
그래 계속 욕심이 나
당연한 걸 너도 아마
Don't cha Don't cha Don't cha
Don't you baby

괜한 투정처럼 Thirsty
아니 사실인 걸 Thirsty
Yeah, I got you boy
Sip sip sipping all night
더 Deep deep deep in all night
여린 물결보다 고이
너의 맘을 어루만질
준비돼 있어
Sip sip sipping all night
더 Deep deep deep in all night
그래 너만 보면 Thirsty

Woah (I'll make you)
Woah (I'll make you)
Woah
Woah Baby
그래 너에게만 Thirsty
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,476"
39,팔레트 (Feat. G-DRAGON),아이유(IU),"이상하게도 요즘엔 그냥 쉬운 게 좋아
하긴 그래도 여전히 코린 음악은 좋더라
Hot Pink보다 진한 보라색을 더 좋아해
또 뭐더라 단추 있는 Pajamas Lipstick 
좀 짓궂은 장난들 

I like it I'm twenty five
날 좋아하는 거 알아
I got this I'm truly fine
이제 조금 알 것 같아 날

긴 머리보다 반듯이 자른 단발이 좋아
하긴 그래도 좋은 날 부를 땐 참 예뻤더라
오 왜 그럴까 조금 촌스러운 걸 좋아해
그림보다 빼곡히 채운 Palette 일기 잠들었던 시간들

I like it I'm twenty five
날 미워하는 거 알아
I got this I'm truly fine
이제 조금 알 것 같아 날

어려서 모든 게 어려워 잔소리에 '매' 서러워
꾸중만 듣던 철부지 '애'
겨우 스무고개 넘어 기쁨도 잠시 어머?!
아프니까 웬 청춘이래
지은아 오빠는 말이야 지금 막 서른인데
나는 절대로 아니야 근데 막 어른이 돼
아직도 한참 멀었는데 너보다 다섯 살 밖에 안 먹었는데
스물 위 서른 아래 '고맘때' Right there
애도 어른도 아닌 나이 때 그저 '나'일 때
가장 찬란하게 빛이 나 어둠이 드리워질 때도 겁내지 마
너무 아름다워서 꽃잎 활짝 펴서
언제나 사랑받는 아이 YOU

Palette 일기 잠들었던 시간들
I like it I'm twenty five
날 좋아하는 거 알아
I got this I'm truly fine
이제 조금 알 것 같아 날
(아직 할 말이 많아)

I like it I'm twenty five
날 미워하는 거 알아
I got this I've truly found
이제 조금 알 것 같아 날
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","22,797"
40,찰나가 영원이 될 때 (The Eternal Moment),마크툽(MAKTUB),"서로를 향한 마음이
우주의 작은 뭉쳐짐이라면
이 아름다운 기억이 흩어져도
사라지진 않을 거야

잠들지 못한 바람은
고요히 빛나는 너의 바다로
그 안에 잠겨
죽어도 좋으니 나
네 품에 안겨

너의 이름이 긴 밤을 지나
찰나가 영원이 될 때
얼마나 내가 널 좋아하면
달에 네 목소리가 보여

오색 빛 하늘 별 숲 사이로
너라는 꽃이 피어나
그 세상의 반을 가진다 해도
그저 네 앞에선
꽃에 머물고픈
한 남자일 뿐

오롯이 나를 비춰요
어둠이 드리워도 눈이 부시게
눈물조차
반짝이는 밤의 기적을 노래하네

너의 이름이 긴 밤을 지나
찰나가 영원이 될 때
얼마나 내가 널 좋아하면
달에 네 목소리가 보여

오색 빛 하늘 별 숲 사이로
너라는 꽃이 피어나
그 세상의 반을 가진다 해도
그저 네 앞에선
꽃에 머물고픈 남자일 뿐

밤 하늘 수놓인 모든 것들이
운명 위로 내리는 걸
내 꿈에 안긴 널
한 번 더 가득히 안아
시간을 넘어
빛이 닿는 세계의 바깥까지 함께
너의 깊은 미소의
황홀 속 일렁임은
영원과 이어질 거야

얼마나 내가 널 원하는지
눈을 감아도 너와 마주쳐

쏟아지는 달빛의 선율을 따라
자유의 날개로 향하는 봄날엔
너의 유일한 숨결이 분다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,303"
41,romeo n juliet (feat. 유라 (youra)),죠지,"날 바라보는 너를 느끼듯이
네가 남긴 향기엔
다른 것 그런 느낌이 있지
그저 눈을 감아도 다 보이는
너의 오늘 하루 종일은
내가 없이도 그리도 아름다운지
날 울리는 널 버리는
슬픈 얘긴 하지 마요
우리 둘이 홀로 아름답도록
이 세상에
내 날들은 너의 밤들은
같은 끝을 보고 있죠
baby lover 함께 눈을 감아요
give it up give it up
give it up give it up
give it up give it up
can you see the light in me
give it up give it up
give it up give it up
give it up give it up
can you see the light in me
네 안에서야 겨우 내 마음이
그리도 헤맸지만
비로소 제 길을 찾았지
다른 아침에도 우리 함께라면
세상 하늘을 다 끌어안고
모두에게 이 기쁨을 선물할 텐데
날 울리던 널 버리던
슬픈 얘긴 하지 마요
우리 둘이 홀로 아름다웠던
이 세상에
내 날들은 너의 밤들은
같은 끝을 향해있죠
baby lover 함께 잠이 들어요
그저 내 손을 잡고
긴 잠에 빠지고
편하게 네 몸을
맡기면 돼
그저 내 손을 잡고
긴 잠에 빠지고
편하게 네 몸을
맡기면 돼
날 울리는 널 버리는
슬픈 얘긴 하지 마요
우리 둘이 홀로 아름답도록
이 세상에
내 날들은 너의 밤들은
같은 끝을 보고 있죠
baby lover 눈을 감아요
이젠 날 울리던 널 버리던
슬픈 얘긴 하지 마요
우리 둘이 홀로 아름다웠던
이 세상에
내 날들은 너의 밤들은
같은 끝을 향해있죠
baby lover 함께 잠이 들어요
give it up give it up
give it up give it up
give it up give it up
can you see the light in me
give it up give it up
give it up give it up
give it up give it up
can you see the light in me
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",542
42,그런일은,박화요비,"너무나 멀어보여요 
이렇게 가까이 있는데도
언제나 나를 안아주던 따스한 
인사도 잊은건가요
내가 뭘 잘못했나요 혹시 나 미워졌나요 

아니죠 떠나려는건 아니죠 
그런일은 절대로 
없을거라 나는 믿을게요 
오늘은 안돼요 내 사랑이 이대로는 

이별을 감당하긴 어려운걸요
많은 약속을 다 지울순 없잖아요 
아직도 해드릴게 참 많이 있는데 

얼마쯤 걸어가다가 
한번은 날 뒤돌아 봐줄거죠 
그리곤 다시 예전처럼 
다가와 웃으며 안아줄거죠
정말 날 좋아했는데 정말 날 아꼈었는데

아니죠 그대를 다시 못보는 
그런일은 절대로 없는거죠 나는 믿을게요 
오늘은 안돼요 내 사랑이 이대로는 

이별을 감당하긴 어려운걸요 
많은 약속을 다 지울순 없잖아요 
아직도 해드릴게 참 많은걸요 

내일 아침엔 더 힘들어질거예요 
어쩌면 며칠밤을 지새우겠죠 
언제까지나 곁에 있기로 했잖아요 
그대가 아니라면 난 혼자인걸요
bee 님이 등록해 주신 가사입니다.
가사 오류 제보","64,136"
43,Either Way,IVE (아이브),"누가 내 말투가 재수없대
잘난 척만 한대
또 누구는 내가 너무 착하대
바보같을 정도래

가끔은 이해조차 안 되는 시선들
억울하기도 하지만 
오해가 만든 수많은 나와 얘기해
우리 모두 다 '나'야

Either way, I'm good
전부 좋다구
누가 맞고 틀린 게 아닌 걸
모두 다르게 사랑하듯
Either way, I'm good
Either way

내게는 언니같은 친구인데
어리광이 심하대
털털한 줄 알았던 저 아이는
마음이 넘 약한 걸

쟤 I 라서 그래 넌 E 라서 그래
됐고 그냥 V 나 하자
 
Either way, you're good
전부 좋다구
누가 맞고 틀린 게 아닌 걸
모두 다르게 사랑하듯
Either way, you're good
Either way

I, I, I 또다른 나
나, 나, 나

누가 맞고 틀린 게 아닌 걸
모두 다르게 살아가 듯
전부 좋다구
사랑과 미움

모두 다 가지면 되는 거야
하나만 고를 필요 없는 거야

Either way, we're good
웃어주자구 우후후
이렇게
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,291"
44,Hurt,NewJeans,"보고 싶은 생각에
들어간 우리 창에
나는 말을 거는데
보내지는 않을래
느린 한마디보다
조용함이 더 좋아
기다리고 있지만
매일 이런 건 아냐
난 재미없어 게임 같은 건
다 필요 없어 아무리 좋아도 널 no
말로만은 지겨운걸
먼저 와서 보여줘
먼저 와서 보여줘
'Cause I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (oh, oh, ooh)
I'm not gonna be the one to get hurt (oh, oh, ooh)
I'm not gonna be the one to get hurt (oh, oh, ooh)
I'm not gonna be the one to get hurt (oh, oh, ooh)
매일 잠들기 전에
그리고 또 아침에
쥐고 있는 내 손엔
너없는 화면인데
느린 한마디보다
조용함이 더 좋아
기다리고 있지만
매일 이런 건 아냐
난 재미없어 게임 같은 건
다 필요없어 아무리 좋아도 널 no
말로만은 지겨운걸
먼저 와서 보여줘
먼저 와서 보여줘
'Cause I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (oh, oh, ooh)
Hurt (oh, oh, ooh)
여기까지야
네가 와있는 곳은
너무 멀었어
I'm not gonna be the one to get hurt
여기까지야
네가 와있는 곳은
너무 멀었어
I'm not gonna be the one to get hurt
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,412"
45,헤픈 우연,헤이즈(Heize),"처음이라기엔 너무
길을 이미 다 아는 듯이
우연히라기엔 모두
다 정해진 듯이
우연히 눈을 떠 보니
이 세상에 태어나 있었고
하필 네가 있는 곳이었다
서서히 몸에 배어버린
사소한 습관들이
네게로 가는 길을
내게 알려줘
처음이라기엔 너무
길을 이미 다 아는 듯이
우연히라기엔 모두
다 정해진 듯이
고통의 사랑도
보통의 이별도
You can make it happen
You can make it heaven
우연히라기엔 모두
다 정해진 듯이
만약 내가 그때 그곳을
헤매지 않았더라면
그날 네가 마음 아픈
이별을 안 했었더라면
네 뒤를 따라 걷던 곳
네가 떨어트렸던 꽃
위태롭던 시간 속
서로를 기다려왔어
운명이라고 하기엔
이를 수 있다 생각해
우연히라고 하기엔
설명이 필요한 것 같아
어쩌면 또 스칠 수 있을지 몰라도
지금이 아니면 안 될 것 같던 그 때로
처음이라기엔 너무
길을 이미 다 아는 듯이
우연히라기엔 모두
다 정해진 듯이
고통의 사랑도
보통의 이별도
You can make it happen
You can make it heaven
우연히라기엔 모두
다 정해진 듯이
어쩌면 기억을 지운 채로
하나였던 우린 둘이 되고
운명이란 작은 점 안에서
서로를 찾으며 살았는지도
고통의 사랑도
보통의 이별도
You can make it happen
You can make it heaven
우연히라기엔 모두
다 정해진 듯이
우연히
서서히
점점
더 멀어져가
우연히
천천히
처음
그곳으로 가
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","7,085"
46,Strangers,태연 (TAEYEON),"어딘가 좀 낯선 도시
노을빛 바랜 골목길
무관심한 시선 사이
묘한 감정이 불지

다른 풍경에 가벼이
그저 몸을 실어
홀로 선 내 그림잔
희미해져

스친 바람처럼
유유히 발을 옮겨
낯선 거리 사이로
From strangers to shadows
to strangers again

알지 못해 누구도
지나친 순간 헤어져
변해가는 장면 속
From strangers to shadows
to strangers again

얼굴도 이름도 지워둔
차창 너머의 나
멈춰 선 걸음
바라본 이 순간 난 이대로

무수히 마주친
소리 없는 기억
멀어지는 얘기에
귀를 기울여

스친 바람처럼
유유히 발을 옮겨
낯선 거리 사이로
From strangers to shadows
to strangers again

알지 못해 누구도
지나친 순간 헤어져
변해가는 장면 속
From strangers to shadows
to strangers again

Ah, Strangers
Oh 또 새로운 노래가 들려
Ah, Strangers
Yeah 사라질 흔적을 새겨

스친 사람들 속
잠시 눈빛들이 섞여
가벼워진 맘인걸
From strangers to shadows
to strangers again

편히 숨을 내쉬어
아쉬운 맘을 비우고 Yeah
다시 흘러가는 걸 Yeah
From strangers to shadows
to strangers again

Ooh oh
From strangers to shadows
to strangers, Ooh
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",240
47,난 너 없이 (I hate you),WOODZ,"I betted all I have
너는 해달란 적이 없대
쌓여가는 내 마음이
까맣게 타 버려도 상관없으니까
어쩐지 요즘 따라
잘 하던 연락이 뜸해
솔직히 말해 너
바쁘단 건 다 핑계잖아 내가 귀찮으니까
Oh why you make me feel bad
사랑이란 말로 가린 네 거짓말
나도 필요 없어 네 맘대로 해
난 너 없이 잘 살 수 있어
Oh 내가 하고 싶은 거 다 하면서
너 따위 없어도
넌 나 없이도 잘 살겠지
알아 나도 너처럼
네 사랑 따위 필요 없어
너 때문에 아파할 필요 없어
너 때문에 흘릴 눈물도 없어
남은 것도 없어
혹시 만약에 돌아오고 싶어도 자리 없어
널 위해 쓸 마음 하나도 없어
이젠 필요 없어
다른 사랑 찾아 떠난 널 알지만
왜 내가 아파해야 해
난 너 없이 잘 살 수 있어
Oh 내가 하고 싶은 거 다 하면서
너 따위 없어도
넌 나 없이도 잘 살겠지
알아 나도 너처럼
네 사랑 따위 필요 없어
I hate you
I don't need you
I'll forget you
너 따위 없어도 돼 I'm good
I hate you
I don't need you
I'll forget you
너 따위 없어도
Goodbye my love
난 너 없이 잘 살 수 있어 (no way pls don't go)
그래도 널 참 많이 사랑했는데
넌 나 없이도 잘 살겠지
알아 나도 너처럼
네 사랑 따위 필요 없어
I hate you
I don't need you
I'll forget you
너 따위 없어도 돼 I'm good
I hate you
I don't need you
I'll forget you
네 사랑 따위 필요 없어
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,333"
48,데레,비비(BIBI),"놀라워 넌 언제나 예상 밖을 맴돌지 
신기해 특이해 보다 앞서
사람들 사이에서 눈에 확 들어오지 
예쁘다 멋지다 보다 값져

갖고 싶지 만지고 싶지 품에 쏙 넣어두고 싶지 
절대 날 벗어나지 못하게
but Baby I'm smarter than others 
제발로 널 내게 줄게 너조차 알지도 못하게 

(two, three) Never let you know 
yeah you would never known
That Pap pop pop inside of me baby
hope you will get it automatically 
cause I don't wanna say directly
don't cross the line we keep it secret 
and I'm happy with it
(hmm hmm) Never let you know 

Good food and a good love
good roof all over you (she can get you there) 
Hate while when you play game, 
sandwich make it juicy (she can get you that)
kiss and a hug 약간의 무관심
cheering you up when you hit your bottom
Compliments you will never find out that's lie
And feelings that you have power over me

핥고 싶지 잡아뜯고 싶지 손에 쥐어터트리고 싶지 
절대 날 벗어나지 못하게
but Baby i'm decent human 
제발로 널 내게 줄게 너조차 알지도 못하게

(two three) Never let you know 
yeah you've never known
Pap pop pop inside of me baby
hope you will get it automatically 
cause I don't wanna say directly
don't cross the line we keep it secret 
and I'm happy with it
(hmm hmm) Never let you know 

Good food and a good love
good roof all over you (I can get you there) 
Hate while when you play game, 
sandwich make it juicy (I can get you that)
kiss and a hug 약간의 무관심
cheering you up when you hit your bottom
Compliments you will never find out that's lie
And feelings that you have power over me
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",238
49,By Your Side,Crush,"all around you
이대로 시간이 멈췄으면 해
close to my heart
think about you
어두운 밤 속에 홀로 있을때
light me up like the stars
do you know how i'm feeling?
what you mean to me
i'll lend you my shoulders to lean on
promise i'm gonna be there
as long as you need
yes i'll do anything for you
you light up my life
with your smile
so tell me you want me
when you get lonely
remember to call me every time
cause you are the only
exception i find
and no matter where you are
always be by your side
all about you
내 머릿속에 가득한 melodies
never stop oh
너에게 닿길 바래
i'll sing it for you till the end
if you stay next to me
you know how i'm feeling?
what you mean to me
i'll lend you my shoulders to lean on
promise i'm gonna be there
as long as you need
just to see your smile
so tell me you want me
when you get lonely
remember to call me every time
cause you are the only
exception i find
and no matter where you are
always be by your side nah
always be by your side nah
always be by your side
언제나 널 안아줄게
there's nobody else besides you
내 마음을 알게 될거야
hope you feel my love
so tell me you want me
when you get lonely
remember to call me every time
cause you are the only
exception i find
and no matter where you are
always be by your side nah
always be by your side nah
always be by your side
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,113"
50,사랑인걸,모세(Mose),"하루가 가는 소릴들어 너없는 세상속에
달이 저물고 해가 뜨는 서러움
한날도 한시도 못살것 같더니
그저 이렇게 그리워하며 살아

어디서부터 잊어갈까 오늘도 기억속에 
니가 찾아와 하루종일 떠들어
니말투 니표정 너무 분명해서 
마치 지금도 내곁에 니가 사는것만같아

사랑인걸 사랑인걸 지워봐도 사랑인걸
아무리 비워내도 내 안에는 너만 살아
너 하나만 너 하나만 기억하고 원하는걸
보고픈 너의 사진을 꺼내어 보다 잠들어

어디서부터 잊어갈까 오늘도 기억속에 
니가 찾아와 하루종일 떠들어
니말투 니표정 너무 분명해서 
마치 지금도 내곁에 니가 사는것만같아

잠결에 흐르던 눈물이 곧 말라가듯 조금씩 흐려지겠지
손 내밀면 닿을듯 아직은 눈에 선한 니 얼굴
사랑해 사랑해 잊으면 안돼 예이예~

너만보고 너만알고 너만위해 살았던 난 
마음 둘 곳을 몰라 하루가 일년같아
아무것도 아무일도 아무말도 못하는 난
그래도 사랑을 믿어 그래도 사랑을 믿어
오늘도 사랑을 믿어
bee 님이 등록해 주신 가사입니다.
가사 오류 제보","120,291"
51,Boat,죠지,"I'm on a boat
눈에보이는 사방이 바다야
갓 잡아올린 생선을 회쳐서먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던건 그게전부야
흘러가는파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
지는 해를 바라보면서
잠들수있는 낙이 필요해
떠나지말란 법은 없지만
두고가야할게많아 겁이나는걸
가끔은 한심한 꿈들이 필요해
But 나를 바라보는 눈이 너무많아
저 멀리 갈수있는 배가 필요해
내 삶은 파도 따라서 흘러가야돼
I'm on a boat
눈에보이는 사방이 바다야
갓 잡아올린 생선을 회쳐서먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던건 그게전부야
흘러가는파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
지금은 꽤나 멀리온듯해
생각했던 모습과는 조금달라도
괜찮아 이건모두 내가 바랬던
이상의 일부야 이정돈 감수해야지이이 예에에
큰 파도가 날 덮칠수도있지만
뜻밖의 사고가 날 수도있지만
I'll be ok 난 내 삶에 만족해
날 향한 걱정과 우려는 필요없어
I'm on a boat
눈에보이는 사방이 바다야
갓 잡아올린 생선을 회쳐서먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던건 그게전부야
흘러가는파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
눈에보이는 사방이 바다야
갓 잡아올린 생선을 회쳐서먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던건 그게전부야
흘러가는파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","11,378"
52,너를 생각해,주시크 (Joosiq),"너를 들려주고 싶었어
이 노랠 만들 때
아마 니가 정말 많이 좋아할꺼야
이젠 내겐 니가 없어서 나 혼자 불러도
혹시 듣게 되면 그게 니 얘기라고

난 노랠 만들 땐
늘 너를 생각해
어딘가 혼자 진지한 표정
고개를 끄덕거리고 나선
항상 흥얼거리며 따라 불렀어

나를 보며 신나있던 너에게
불러주고 싶던 노래를
왜 이제야 겨우 완성했을까

이 노랜 널 사랑한다는 내 얘기가
잔뜩 들어갔어야 하는 노랜데

너를 들려주고 싶었어
이 노랠 만들 때
아마 니가 정말 많이 좋아할꺼야
이젠 내겐 니가 없어서 나 혼자 불러도
혹시 듣게 되면 그게 니 얘기라고

니가 자주 가곤했던 카페에 
이 노래가 나올 때까지 
니 친구가 따라 부를 때까지 

이 노랠 유명해지게 계속 불러서 
나는 너에게로 꼭 닿고 말거야 

너를 들려주고 싶었어 
이 노랠 만들때 
아마 니가 정말 많이 좋아할꺼야
이젠 내겐 니가 없어서 나 혼자 불러도 
혹시 듣게 되면 그게 니 얘기라고 

너를 사랑할땐 몰랐던 
바보라 미안해
아마 이걸 듣고 너는 원망하겠지 
이젠 내가 많이 잘할게 
너 혼자 울지마 
혹시 듣게 되면 아직 너뿐이라고
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,920"
53,빛이 나는 너에게,던 (DAWN),"그때 널 만나지 않았더라면
지금의 우린 어디에 있을까 

가장 예쁠 때의 너를 만나서
누가 뭐라 해도 뭐든 견딜 수가 있었어

빛이 나는 널 위해 많은 걸 놓아야만 한대도
괜찮아 난

알잖아 넌 내 전부였던 걸
날 잊어버릴 만큼 행복했어

괜찮아 내 모든 걸 잃어도
눈부시게 빛나는 널 볼 수만 있다면

봄날처럼 아름다웠어
너와 나는 한 폭의 그림처럼
돌이킬 수 없는 시간
새겨진 한 장면 속에
그림자조차 눈부셨으니까

빛이 났던 우리의 기억이
점점 사라진대도
괜찮아 난

알잖아 넌 내 전부였던 걸
날 잊어버릴 만큼 행복했어

괜찮아 내 모든 걸 잃어도
눈부시게 빛나는 널 볼 수만 있다면

깜깜했던 어둠 속
환하게 날 비추던 네가 보여
그 끝에 널 만났어
아무렇지 않은 듯
괜찮아 난

고마워 네가 전부였던 건
세상을 가진 만큼 행복했어
괜찮아 내 모든 걸 잃어도
눈부시게 빛나는 널 볼 수만 있다면
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,019"
54,한숨,이하이,"숨을 크게 쉬어봐요 
당신의 가슴 양쪽이 저리게 
조금은 아파올 때까지 
숨을 더 뱉어봐요 
당신의 안에 남은 게 없다고 
느껴질 때까지 
숨이 벅차올라도 괜찮아요 
아무도 그댈 탓하진 않아 
가끔은 실수해도 돼 
누구든 그랬으니까 
괜찮다는 말 
말뿐인 위로지만
누군가의 한숨 
그 무거운 숨을 
내가 어떻게
헤아릴 수가 있을까요
당신의 한숨
그 깊일 이해할 순 없겠지만
괜찮아요 
내가 안아줄게요
숨이 벅차올라도 괜찮아요
아무도 그댈 탓하진 않아
가끔은 실수해도 돼
누구든 그랬으니까 
괜찮다는 말
말뿐인 위로지만
누군가의 한숨
그 무거운 숨을
내가 어떻게
헤아릴 수가 있을까요
당신의 한숨
그 깊일 이해할 순 없겠지만
괜찮아요
내가 안아줄게요
남들 눈엔 힘 빠지는
한숨으로 보일진 몰라도
나는 알고 있죠
작은 한숨 내뱉기도 
어려운 하루를 보냈단 걸
이제 다른 생각은 마요
깊이 숨을 쉬어봐요
그대로 내뱉어요
누군가의 한숨
그 무거운 숨을
내가 어떻게
헤아릴 수가 있을까요
당신의 한숨
그 깊일 이해할 순 없겠지만
괜찮아요
내가 안아줄게요
정말 수고했어요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","23,850"
55,내사람: Partner For Life,SG워너비,"내 가슴 속에 사는 사람 내가 그토록 아끼는 사람
너무 소중해 마음껏 안아 보지도 못했던
누구에게나 흔한 행복 한 번도 준 적이 없어서
맘 놓고 웃어 본 적도 없는 그댈 사랑합니다

내가 기쁠 때나 슬플 때나 함께 울고 웃어 주던
그댈 위해 내가 할 수 있는 건 뭐든 해주고 싶어

안녕 내 사랑 그대여 이젠 내가 지켜 줄게요
못난 날 믿고 참고 기다려줘서 고마워요
안녕 내 사랑 그대여 영원토록 사랑할게요
다시 태어나서 사랑한대도 그대이고 싶어요

어두운 밤길을 잃어도 서로 등불이 되어 주고
비바람 몰아쳐도 지금 잡은 두 손 놓지 말아요
내가 힘들 때나 아플 때나 내 곁에 있어 준 그대
미안하단 말로 고맙단 말을 대신하던 나였죠

안녕 내 사랑 그대여 이젠 내가 지켜 줄게요
못난 날 믿고 참고 기다려 줘서 고마워요
안녕 내 사랑 그대여 영원토록 사랑할게요
다시 태어나서 사랑한대도 그대이고 싶어요

넘어지고 몇 번을 다시 넘어진다 해도
그대만 있다면 다시 일어날 수 있는데

안녕 내 사랑 그대여 이젠 내가 지켜 줄게요
못난 날 믿고 참고 기다려 줘서 고마워요
안녕 내 사랑 그대여 이렇게 그댈 부를 때면
너무 행복해서 눈물이 나죠 사랑해요

나나 나나나 나나나 나나 나나나나 나나나 
나나 나나나 나나 나나나나나 (oh yeah, my baby)
나나 나나나 나나나 나나 나나나나 나나나 
나나 나나나 나나 나나 나나나
yk20109 님이 등록해 주신 가사입니다.
가사 오류 제보","101,454"
